123,66,05/02/2022 14:24:36,01/01/0001 0:00:00
123,67,05/02/2022 14:25:08,01/01/0001 0:00:00
123,68,05/02/2022 15:17:51,01/01/0001 0:00:00
123,69,05/02/2022 15:33:18,01/01/0001 0:00:00
123,70,05/02/2022 15:36:41,01/01/0001 0:00:00
123,71,05/02/2022 15:40:31,01/01/0001 0:00:00
123,72,05/02/2022 15:43:26,01/01/0001 0:00:00
123,73,05/02/2022 15:46:16,01/01/0001 0:00:00
123,74,05/02/2022 15:48:49,01/01/0001 0:00:00
123,75,05/02/2022 15:56:11,01/01/0001 0:00:00
123,76,05/02/2022 16:00:20,01/01/0001 0:00:00
123,77,05/02/2022 16:00:29,01/01/0001 0:00:00
123,78,05/02/2022 16:03:14,01/01/0001 0:00:00
123,79,05/02/2022 16:23:38,01/01/0001 0:00:00
123,80,05/02/2022 16:24:48,01/01/0001 0:00:00
123,81,05/02/2022 16:43:55,01/01/0001 0:00:00
123,82,05/02/2022 16:44:43,01/01/0001 0:00:00
123,83,05/02/2022 16:45:18,01/01/0001 0:00:00
123,84,05/02/2022 16:46:00,01/01/0001 0:00:00
123,85,05/02/2022 16:46:14,01/01/0001 0:00:00
123,86,05/02/2022 16:51:37,01/01/0001 0:00:00
123,87,05/02/2022 16:52:27,01/01/0001 0:00:00
123,88,05/02/2022 16:56:55,01/01/0001 0:00:00
123,89,05/02/2022 16:58:14,01/01/0001 0:00:00
123,90,05/02/2022 17:01:09,01/01/0001 0:00:00
123,91,05/02/2022 17:05:51,01/01/0001 0:00:00
123,92,05/02/2022 17:06:18,01/01/0001 0:00:00
123,93,05/02/2022 17:07:57,01/01/0001 0:00:00
123,94,05/02/2022 17:08:34,01/01/0001 0:00:00
123,95,05/02/2022 17:15:59,01/01/0001 0:00:00
123,96,05/02/2022 17:16:52,01/01/0001 0:00:00
123,97,05/02/2022 17:19:27,01/01/0001 0:00:00
123,98,05/02/2022 17:20:19,01/01/0001 0:00:00
123,99,05/02/2022 17:21:18,01/01/0001 0:00:00
123,100,05/02/2022 17:21:56,01/01/0001 0:00:00
123,101,06/02/2022 10:48:48,01/01/0001 0:00:00
123,102,06/02/2022 10:49:14,01/01/0001 0:00:00
123,103,06/02/2022 10:50:25,01/01/0001 0:00:00
123,104,06/02/2022 10:52:47,01/01/0001 0:00:00
123,105,06/02/2022 10:54:12,01/01/0001 0:00:00
123,106,06/02/2022 10:54:31,01/01/0001 0:00:00
123,107,06/02/2022 10:57:14,01/01/0001 0:00:00
123,108,06/02/2022 10:58:00,01/01/0001 0:00:00
123,109,06/02/2022 10:59:00,01/01/0001 0:00:00
123,110,06/02/2022 10:59:04,01/01/0001 0:00:00
123,111,06/02/2022 10:59:43,01/01/0001 0:00:00
123,112,06/02/2022 11:00:41,01/01/0001 0:00:00
123,113,06/02/2022 11:02:06,01/01/0001 0:00:00
123,114,06/02/2022 11:02:10,01/01/0001 0:00:00
123,115,06/02/2022 11:02:36,01/01/0001 0:00:00
123,116,06/02/2022 11:05:26,01/01/0001 0:00:00
123,117,06/02/2022 11:16:20,01/01/0001 0:00:00
123,118,06/02/2022 11:18:11,01/01/0001 0:00:00
123,119,06/02/2022 11:20:58,01/01/0001 0:00:00
123,120,06/02/2022 11:38:13,01/01/0001 0:00:00
123,121,06/02/2022 11:39:47,01/01/0001 0:00:00
123,122,06/02/2022 11:41:52,01/01/0001 0:00:00
123,123,06/02/2022 11:44:55,01/01/0001 0:00:00
123,124,06/02/2022 17:20:05,01/01/0001 0:00:00
123,125,06/02/2022 17:22:36,01/01/0001 0:00:00
123,126,06/02/2022 17:23:35,01/01/0001 0:00:00
123,127,12/02/2022 10:47:03,01/01/0001 0:00:00
123,128,12/02/2022 10:51:10,01/01/0001 0:00:00
123,129,12/02/2022 10:51:41,01/01/0001 0:00:00
123,130,12/02/2022 10:53:09,01/01/0001 0:00:00
123,131,12/02/2022 10:54:53,01/01/0001 0:00:00
123,132,12/02/2022 11:44:10,01/01/0001 0:00:00
123,133,12/02/2022 11:54:22,01/01/0001 0:00:00
123,134,12/02/2022 11:55:08,01/01/0001 0:00:00
123,135,12/02/2022 11:55:51,01/01/0001 0:00:00
123,136,12/02/2022 11:56:50,01/01/0001 0:00:00
123,137,12/02/2022 12:06:39,01/01/0001 0:00:00
123,138,12/02/2022 12:08:09,01/01/0001 0:00:00
123,139,12/02/2022 12:11:19,01/01/0001 0:00:00
123,140,12/02/2022 12:15:19,01/01/0001 0:00:00
123,141,12/02/2022 12:15:38,01/01/0001 0:00:00
123,142,12/02/2022 12:18:08,01/01/0001 0:00:00
123,143,12/02/2022 12:22:17,01/01/0001 0:00:00
123,144,12/02/2022 13:02:57,01/01/0001 0:00:00
123,145,12/02/2022 13:08:28,01/01/0001 0:00:00
123,146,13/02/2022 23:46:51,01/01/0001 0:00:00
